,Date,Predicted_Mean,Lower_CI,Upper_CI
0,2025-12-01,3114.782515937586,3036.5839138109886,3192.9811180641836
1,2026-01-01,3143.608318717421,3029.3014059570664,3257.9152314777753
2,2026-02-01,3169.2691479258388,3025.4741219121875,3313.06417393949
3,2026-03-01,3193.983373897123,3023.832453748006,3364.1342940462396
4,2026-04-01,3252.8739344938585,3058.4252576383533,3447.322611349364
5,2026-05-01,3309.119923685961,3091.908636823139,3526.331210548783
6,2026-06-01,3359.0732998212193,3120.334974097294,3597.8116255451446
7,2026-07-01,3385.3412382353763,3126.119501936231,3644.562974534522
8,2026-08-01,3345.8760249802626,3067.080750929822,3624.6712990307033
9,2026-09-01,3299.8765321329483,3002.3181668104708,3597.434897455426
10,2026-10-01,3275.091661273557,2959.503004923608,3590.6803176235057
11,2026-11-01,3245.6722257799975,2912.723172232095,3578.6212793279
