,Date,Predicted_Mean,Lower_CI,Upper_CI
0,2025-12-01,2746.8724211330177,2487.050056959829,3006.6947853062065
1,2026-01-01,2627.841560188127,2329.8804079407914,2925.8027124354626
2,2026-02-01,2632.3510981571585,2315.1326330767765,2949.5695632375405
3,2026-03-01,2644.1509474327972,2312.4885683960615,2975.813326469533
4,2026-04-01,2758.154433114767,2413.726916930363,3102.581949299171
5,2026-05-01,2732.3707232541656,2375.9635268076604,3088.7779197006707
6,2026-06-01,2731.644937171466,2363.750511390974,3099.539362951958
7,2026-07-01,2921.1347778023405,2542.1333803576663,3300.1361752470148
8,2026-08-01,2875.63113929858,2485.8492523504706,3265.4130262466892
9,2026-09-01,2792.998943939707,2392.7298088226003,3193.2680790568133
10,2026-10-01,2980.0154042949184,2569.5272173857034,3390.5035912041335
11,2026-11-01,2894.918881178724,2474.4583850772988,3315.379377280149
