,Date,Predicted_Mean,Lower_CI,Upper_CI
0,2025-12-01,2525.8060507174196,2275.901711989627,2775.710389445212
1,2026-01-01,2507.9395142496446,2243.3402158648414,2772.538812634448
2,2026-02-01,2541.666648772622,2267.8286152521605,2815.5046822930835
3,2026-03-01,2641.891993846115,2359.6344797984325,2924.1495078937974
4,2026-04-01,2653.009419891019,2362.633305696329,2943.3855340857094
5,2026-05-01,2696.647388494977,2398.379923608805,2994.914853381149
6,2026-06-01,2662.2221781944727,2356.267543809451,2968.1768125794943
7,2026-07-01,2723.8361922672816,2410.3829291597845,3037.2894553747788
8,2026-08-01,2771.743180677468,2450.9665137125276,3092.5198476424084
9,2026-09-01,2737.6345987788013,2409.697813553618,3065.571384003985
10,2026-10-01,2745.7829094019407,2410.837303981125,3080.7285148227566
11,2026-11-01,2725.1957882589695,2383.3715740796342,3067.020002438305
