,Date,Predicted_Mean,Lower_CI,Upper_CI
0,2025-12-01,4250.9944221517235,3706.9110034235196,4795.077840879928
1,2026-01-01,4157.30304156949,3541.514220783666,4773.091862355314
2,2026-02-01,4218.499377907037,3534.753921974744,4902.244833839331
3,2026-03-01,4676.007818242207,3930.60646827843,5421.409168205983
4,2026-04-01,4579.890243461037,3777.552923154245,5382.227563767829
5,2026-05-01,4487.766414099747,3632.2741914725207,5343.258636726972
6,2026-06-01,4628.157739292636,3722.6254545436454,5533.690024041625
7,2026-07-01,4487.436461097158,3534.4881444638613,5440.3847777304545
8,2026-08-01,4419.52740270625,3421.413045697205,5417.641759715294
9,2026-09-01,4367.182950819279,3325.8597327944954,5408.506168844062
10,2026-10-01,4394.978923862856,3312.1697190292666,5477.788128696446
11,2026-11-01,4580.592501359108,3457.8129117261774,5703.372090992038
