,Date,Predicted_Mean,Lower_CI,Upper_CI
0,2025-12-01,4521.793831697037,4166.404225557363,4877.18343783671
1,2026-01-01,4589.6272118115485,4168.331077428199,5010.923346194898
2,2026-02-01,4633.966455708868,4173.9085291602805,5094.024382257456
3,2026-03-01,4730.700180498191,4239.6044225698415,5221.7959384265405
4,2026-04-01,4810.362975066111,4291.43896629411,5329.286983838112
5,2026-05-01,4822.566071088385,4277.640513285014,5367.491628891756
6,2026-06-01,4845.942077051526,4276.324547968947,5415.559606134106
7,2026-07-01,4814.624329806947,4221.378955255506,5407.869704358387
8,2026-08-01,4837.544918827979,4221.586737630468,5453.50310002549
9,2026-09-01,4803.501423557328,4165.635326139441,5441.3675209752155
10,2026-10-01,4694.651492252578,4035.5862331822354,5353.71675132292
11,2026-11-01,4810.671382102756,4131.011258105614,5490.331506099898
