,Date,Predicted_Mean,Lower_CI,Upper_CI
0,2025-12-01,4583.977774553858,4448.094504896595,4719.86104421112
1,2026-01-01,4610.107386937228,4399.057042185716,4821.157731688739
2,2026-02-01,4586.125856492783,4307.516259858563,4864.735453127003
3,2026-03-01,4599.947036761116,4257.019223319313,4942.874850202918
4,2026-04-01,4653.598141565236,4248.793672415818,5058.402610714654
5,2026-05-01,4739.782425962849,4275.274035695842,5204.290816229855
6,2026-06-01,4767.232203598536,4245.078730386432,5289.385676810641
7,2026-07-01,4809.0903116309555,4231.2816853936665,5386.8989378682445
8,2026-08-01,4818.061768067446,4186.5287090886395,5449.594827046252
9,2026-09-01,4810.833971948927,4127.447123342745,5494.220820555109
10,2026-10-01,4753.497439929904,4020.0647667658995,5486.930113093909
11,2026-11-01,4738.345707197276,3956.6113502173203,5520.080064177232
