,Date,Predicted_Mean,Lower_CI,Upper_CI
0,2025-12-01,3187.150437924563,2969.7463002977015,3404.5545755514245
1,2026-01-01,3201.024348806447,2908.597627642435,3493.4510699704592
2,2026-02-01,3213.708556432234,2870.81107571362,3556.6060371508484
3,2026-03-01,3224.7672451880176,2842.666047832555,3606.8684425434803
4,2026-04-01,3237.225370309972,2822.4764008775596,3651.974339742384
5,2026-05-01,3239.451812939942,2796.2583024368378,3682.6453234430464
6,2026-06-01,3281.4679796826704,2812.707613613929,3750.228345751412
7,2026-07-01,3261.4269498690096,2769.171757134498,3753.6821426035212
8,2026-08-01,3306.506375967238,2792.3111101228806,3820.7016418115954
9,2026-09-01,3381.2008937338264,2846.273034203537,3916.128753264116
10,2026-10-01,3385.4038778746003,2830.708181788697,3940.0995739605037
11,2026-11-01,3402.2751185064044,2828.599971421134,3975.950265591675
