,Date,Predicted_Mean,Lower_CI,Upper_CI
0,2025-12-01,2999.646381366139,2913.0367558056146,3086.2560069266633
1,2026-01-01,2994.97561316635,2874.7152638839416,3115.235962448758
2,2026-02-01,3018.134796188482,2872.8186987660843,3163.45089361088
3,2026-03-01,3028.085873960913,2861.833269945541,3194.338477976285
4,2026-04-01,3065.494236428636,2880.839475283918,3250.1489975733543
5,2026-05-01,3102.8303081332515,2901.5300985791887,3304.1305176873143
6,2026-06-01,3168.124893586327,2951.4926792274714,3384.7571079451823
7,2026-07-01,3208.249884017973,2977.3194031863036,3439.180364849642
8,2026-08-01,3209.002994974538,2964.6178588411058,3453.3881311079704
9,2026-09-01,3194.1946376237684,2937.061741485804,3451.327533761733
10,2026-10-01,3147.6413850244626,2878.3649316423644,3416.917838406561
11,2026-11-01,3133.81669869968,2852.9209870859722,3414.7124103133874
