,Date,Predicted_Mean,Lower_CI,Upper_CI
0,2025-12-01,3197.034016033144,3105.918904529633,3288.1491275366548
1,2026-01-01,3188.5405694007472,3054.3978446215397,3322.683294179955
2,2026-02-01,3210.864769309574,3040.7987401531673,3380.930798465981
3,2026-03-01,3225.521028523232,3023.197863215223,3427.844193831241
4,2026-04-01,3297.056737134785,3064.9222009562636,3529.1912733133067
5,2026-05-01,3350.7654742187046,3090.6775923508358,3610.8533560865735
6,2026-06-01,3400.906475263703,3114.3853048225656,3687.427645704841
7,2026-07-01,3502.5472102779854,3190.892562707639,3814.2018578483317
8,2026-08-01,3469.2279768344265,3133.582074406425,3804.873879262428
9,2026-09-01,3391.369654453451,3032.7538206237737,3749.9854882831282
10,2026-10-01,3386.4137150999436,3005.7516788377993,3767.075751362088
11,2026-11-01,3382.9315534766315,2981.0653451471603,3784.7977618061027
