,Date,Predicted_Mean,Lower_CI,Upper_CI
0,2025-12-01,2434.854405102182,2196.4329330391665,2673.275877165198
1,2026-01-01,2411.9895724588914,2111.039023587345,2712.9401213304377
2,2026-02-01,2443.8001939339374,2111.2203097674615,2776.3800781004134
3,2026-03-01,2586.4743078740953,2235.80116404002,2937.1474517081706
4,2026-04-01,2555.6016578364943,2193.953932310254,2917.2493833627345
5,2026-05-01,2546.0337531311543,2177.4205372948127,2914.646968967496
6,2026-06-01,2618.078853844874,2244.8504038989972,2991.307303790751
7,2026-07-01,2602.5314784815137,2226.0976510262685,2978.965305936759
8,2026-08-01,2569.2254922421616,2190.436366665253,2948.0146178190703
9,2026-09-01,2583.311121520535,2202.6679506794335,2963.9542923616364
10,2026-10-01,2590.383050099575,2208.1605093104963,2972.6055908886538
11,2026-11-01,2539.130435037419,2155.4535293687127,2922.807340706125
