,Date,Predicted_Mean,Lower_CI,Upper_CI
0,2025-12-01,2697.0708237680683,2514.0980715889164,2880.0435759472202
1,2026-01-01,2676.1027938862435,2435.983153679454,2916.222434093033
2,2026-02-01,2673.1443911815095,2399.4144414181937,2946.8743409448252
3,2026-03-01,2664.742170167518,2368.734665981825,2960.749674353211
4,2026-04-01,2729.3954562012923,2417.8449788040093,3040.9459335985753
5,2026-05-01,2717.4741995144263,2394.691350852077,3040.2570481767757
6,2026-06-01,2796.928759155762,2465.790759963592,3128.0667583479317
7,2026-07-01,2732.1459711533385,2394.6228589385255,3069.6690833681514
8,2026-08-01,2695.281785312624,2352.7425758002564,3037.8209948249914
9,2026-09-01,2747.026283139378,2400.4281253623053,3093.6244409164506
10,2026-10-01,2694.6110782108294,2344.621513119898,3044.600643301761
11,2026-11-01,2704.050102563428,2351.129500813117,3056.970704313739
