,Date,Predicted_Mean,Lower_CI,Upper_CI
0,2025-12-01,3587.8552651101318,3206.6233241184455,3969.087206101818
1,2026-01-01,3609.6578352072393,3127.614047591322,4091.7016228231564
2,2026-02-01,3632.124950844806,3098.5450207779236,4165.704880911689
3,2026-03-01,3727.7885338147485,3164.7063825443174,4290.8706850851795
4,2026-04-01,3914.734649771144,3333.794185103656,4495.675114438633
5,2026-05-01,3875.7682332830514,3283.5597671356804,4467.976699430423
6,2026-06-01,4008.564180568439,3408.974724082952,4608.153637053926
7,2026-07-01,4109.111485003115,3504.4963201972955,4713.726649808935
8,2026-08-01,4060.7917557229234,3452.5995735718475,4668.983937874
9,2026-09-01,4034.357351450103,3423.4783869770963,4645.23631592311
10,2026-10-01,4009.688994449506,3396.65534477459,4622.722644124422
11,2026-11-01,3894.8827649898067,3279.9881739417815,4509.777356037832
