,Date,Predicted_Mean,Lower_CI,Upper_CI
0,2025-12-01,4783.130769090265,4613.9691669335525,4952.292371246977
1,2026-01-01,4788.058563263271,4517.539092060839,5058.578034465703
2,2026-02-01,4836.498440382605,4476.389030487872,5196.607850277337
3,2026-03-01,4835.466471332352,4393.379079892104,5277.5538627726
4,2026-04-01,4917.902250968123,4400.414900219865,5435.389601716381
5,2026-05-01,4970.358170013935,4383.223926050903,5557.492413976966
6,2026-06-01,5051.831276273048,4400.066505305805,5703.596047240292
7,2026-07-01,5106.5037148461915,4394.471792024813,5818.53563766757
8,2026-08-01,5112.541683419997,4344.039748266978,5881.043618573016
9,2026-09-01,5127.320294732232,4305.663924159365,5948.976665305098
10,2026-10-01,5076.42955424384,4204.531904815431,5948.32720367225
11,2026-11-01,5023.896134782632,4104.341230841533,5943.451038723731
