,Date,Predicted_Mean,Lower_CI,Upper_CI
0,2025-12-01,2555.9159073388737,2245.333601537095,2866.4982131406523
1,2026-01-01,2689.974313792,2322.916988845574,3057.031638738426
2,2026-02-01,2725.5462010443066,2329.0103785757897,3122.0820235128235
3,2026-03-01,2655.6500678807015,2237.71279175359,3073.587344007813
4,2026-04-01,2678.5180208087895,2242.3367515742284,3114.6992900433506
5,2026-05-01,2695.8562763385735,2242.9459528836924,3148.7665997934546
6,2026-06-01,2832.0891899925464,2363.3420920535473,3300.8362879315455
7,2026-07-01,2813.8230732748534,2329.868817579137,3297.7773289705697
8,2026-08-01,2791.0097307718197,2292.350492352206,3289.6689691914335
9,2026-09-01,2804.6044255598026,2291.6659418426107,3317.5429092769946
10,2026-10-01,2802.2523504893725,2275.3985978213796,3329.1061031573654
11,2026-11-01,2869.57466050904,2329.101193809458,3410.0481272086217
