,Date,Predicted_Mean,Lower_CI,Upper_CI
0,2025-12-01,4864.25175048206,4372.183028071007,5356.320472893112
1,2026-01-01,4785.333214345148,4164.080861582024,5406.585567108272
2,2026-02-01,4804.783130139047,4097.52464442939,5512.041615848704
3,2026-03-01,4828.9341687936785,4050.80462636206,5607.063711225297
4,2026-04-01,4964.467308454587,4123.216347209399,5805.718269699774
5,2026-05-01,5066.170566012543,4166.801164463857,5965.539967561228
6,2026-06-01,4987.586131330739,4033.824558474062,5941.347704187416
7,2026-07-01,5075.7230897661175,4070.5704432904063,6080.875736241829
8,2026-08-01,5164.775872031386,4110.752050728833,6218.799693333939
9,2026-09-01,5084.023948313615,3983.2931918051545,6184.754704822075
10,2026-10-01,5043.450962795063,3897.890557450816,6189.01136813931
11,2026-11-01,5142.533971896472,3953.7613292312913,6331.306614561654
