,Date,Predicted_Mean,Lower_CI,Upper_CI
0,2025-12-01,2960.237354447523,2727.740289977743,3192.734418917303
1,2026-01-01,2951.697318861962,2658.8107668792586,3244.583870844665
2,2026-02-01,3004.151291991821,2676.5255240484366,3331.777059935205
3,2026-03-01,2973.547439973312,2621.3014479754806,3325.7934319711435
4,2026-04-01,3059.666452759584,2687.7183339631288,3431.614571556039
5,2026-05-01,3063.033678479616,2674.0651504206166,3452.002206538615
6,2026-06-01,3069.356871887281,2664.970419761874,3473.7433240126884
7,2026-07-01,3082.2787039457976,2663.5147622226114,3501.042645668984
8,2026-08-01,3116.0493873025407,2683.6373662589112,3548.46140834617
9,2026-09-01,3100.8054754296636,2655.2917701851516,3546.3191806741756
10,2026-10-01,2998.5914841411045,2540.406272554579,3456.77669572763
11,2026-11-01,3008.6121428901897,2538.1044414920393,3479.11984428834
