,Date,Predicted_Mean,Lower_CI,Upper_CI
0,2025-12-01,2232.416866662182,2046.6070244994162,2418.226708824948
1,2026-01-01,2286.220809731712,2057.2956729029065,2515.1459465605176
2,2026-02-01,2380.2640727463545,2124.566268016515,2635.961877476194
3,2026-03-01,2332.735850703859,2055.626201254209,2609.845500153509
4,2026-04-01,2408.6936791424737,2112.6509638875714,2704.736394397376
5,2026-05-01,2447.627173689947,2134.11578284618,2761.138564533714
6,2026-06-01,2389.839328650831,2059.896134736803,2719.7825225648585
7,2026-07-01,2377.0538368197685,2031.4989036905536,2722.6087699489835
8,2026-08-01,2375.0450920265275,2014.5665791193683,2735.523604933687
9,2026-09-01,2356.4751633591386,1981.6676977558914,2731.282628962386
10,2026-10-01,2405.621789668325,2017.00441969227,2794.2391596443804
11,2026-11-01,2327.4605405996654,1925.481340093052,2729.4397411062787
