,Date,Predicted_Mean,Lower_CI,Upper_CI
0,2025-12-01,4870.0555946963095,4486.584821365361,5253.526368027258
1,2026-01-01,4786.972942876092,4295.472735624435,5278.473150127749
2,2026-02-01,4708.066709558693,4158.405427319602,5257.727991797785
3,2026-03-01,4645.7117106855485,4060.699588867346,5230.723832503751
4,2026-04-01,4874.774866775159,4267.050933254617,5482.498800295702
5,2026-05-01,5014.749418717063,4391.823903474988,5637.674933959139
6,2026-06-01,5013.77684920766,4380.294460841556,5647.259237573764
7,2026-07-01,4962.302028451217,4321.203969432527,5603.400087469907
8,2026-08-01,4859.927680332558,4213.095593408069,5506.759767257047
9,2026-09-01,4751.90678703798,4100.538016593227,5403.275557482733
10,2026-10-01,4761.786825000807,4106.622741472211,5416.950908529403
11,2026-11-01,4759.507706186412,4100.980926470081,5418.034485902744
