,Date,Predicted_Mean,Lower_CI,Upper_CI
0,2025-12-01,4267.219469616525,4148.04063327034,4386.398305962711
1,2026-01-01,4279.018238100874,4078.2500637605435,4479.786412441205
2,2026-02-01,4317.252266812913,4037.323547760851,4597.180985864976
3,2026-03-01,4279.187284748205,3921.3050816106143,4637.069487885795
4,2026-04-01,4264.484751801362,3830.435171534232,4698.534332068492
5,2026-05-01,4295.245642076743,3787.2483211760346,4803.2429629774515
6,2026-06-01,4297.048347744813,3717.5790360110295,4876.517659478597
7,2026-07-01,4301.996566053744,3653.6512613261216,4950.341870781365
8,2026-08-01,4320.444784338457,3605.8464339567636,5035.04313472015
9,2026-09-01,4331.376084504304,3553.1145573512126,5109.637611657396
10,2026-10-01,4349.883010905835,3510.4796063099147,5189.286415501756
11,2026-11-01,4416.045889928903,3517.9359152461316,5314.1558646116755
