,Date,Predicted_Mean,Lower_CI,Upper_CI
0,2025-12-01,5379.7441412054395,5025.7395676839305,5733.7487147269485
1,2026-01-01,5295.603605586973,4781.224056668682,5809.983154505263
2,2026-02-01,5335.096005368607,4711.493824013574,5958.698186723639
3,2026-03-01,5323.743357095135,4599.0537702824995,6048.432943907771
4,2026-04-01,5430.279376735578,4623.781130007332,6236.777623463824
5,2026-05-01,5469.608280232715,4583.154907307597,6356.061653157833
6,2026-06-01,5627.941408551244,4673.006746064838,6582.876071037651
7,2026-07-01,5719.06476162154,4696.099235231536,6742.030288011544
8,2026-08-01,5826.393889533161,4743.212703593744,6909.575075472579
9,2026-09-01,5743.390602092768,4600.0845303898295,6886.696673795706
10,2026-10-01,5752.203919631254,4554.456580913642,6949.951258348867
11,2026-11-01,5696.46138108477,4444.316481696056,6948.606280473485
