,Date,Predicted_Mean,Lower_CI,Upper_CI
0,2025-12-01,4745.369045742699,4538.564938642028,4952.17315284337
1,2026-01-01,4752.771869270403,4460.319014564666,5045.22472397614
2,2026-02-01,4807.825695632631,4450.571198237325,5165.080193027938
3,2026-03-01,4795.454310497149,4383.467639102227,5207.440981892071
4,2026-04-01,4880.5601177196395,4420.304620086458,5340.815615352821
5,2026-05-01,4975.187821578317,4471.2658409219775,5479.109802234657
6,2026-06-01,5083.196616295705,4539.101523233884,5627.291709357526
7,2026-07-01,5111.004458366234,4529.504924600163,5692.503992132305
8,2026-08-01,5154.326989134215,4537.687858453778,5770.966119814652
9,2026-09-01,5110.262430667403,4460.38086226304,5760.143999071766
10,2026-10-01,5041.111049489113,4359.606710046811,5722.615388931415
11,2026-11-01,5025.901816710457,4314.178276188381,5737.625357232533
