,Date,Predicted_Mean,Lower_CI,Upper_CI
0,2025-12-01,3145.9868033913963,2976.151919438562,3315.8216873442307
1,2026-01-01,3242.2177245596254,3037.8665684785274,3446.5688806407234
2,2026-02-01,3290.837170866702,3069.3525879122267,3512.321753821177
3,2026-03-01,3311.152504764388,3078.446828984519,3543.8581805442573
4,2026-04-01,3303.736466070976,3062.3080889901075,3545.1648431518443
5,2026-05-01,3325.6196159403266,3076.667403532081,3574.571828348572
6,2026-06-01,3357.6750249389274,3101.838485777925,3613.5115640999297
7,2026-07-01,3388.5739919877474,3126.2316718078346,3650.91631216766
8,2026-08-01,3372.95437583421,3104.3543134393312,3641.554438229089
9,2026-09-01,3348.2675174204082,3073.5858109971987,3622.949223843618
10,2026-10-01,3346.9991886730722,3066.3647692734544,3627.63360807269
11,2026-11-01,3319.7673175379996,3033.2705234447576,3606.2641116312416
