,Date,Predicted_Mean,Lower_CI,Upper_CI
0,2025-12-01,3117.1026127604737,2936.223824120877,3297.9814014000704
1,2026-01-01,3152.4846359509843,2935.0633782569666,3369.905893645002
2,2026-02-01,3130.6380929400807,2895.874989340936,3365.4011965392256
3,2026-03-01,3137.35354667667,2891.932493772306,3382.7745995810337
4,2026-04-01,3167.606476079266,2914.3647848184355,3420.8481673400966
5,2026-05-01,3175.2334080137234,2915.524394141003,3434.9424218864438
6,2026-06-01,3220.022988075911,2954.5513504476153,3485.494625704207
7,2026-07-01,3269.9594454626094,2999.121905556199,3540.7969853690197
8,2026-08-01,3279.0382519301857,3003.076091337573,3555.0004125227983
9,2026-09-01,3300.46841257634,3019.5394464461665,3581.397378706514
10,2026-10-01,3249.373351528333,2963.5861895219414,3535.1605135347245
11,2026-11-01,3280.5057033014527,2989.9358843667687,3571.0755222361367
