,Date,Predicted_Mean,Lower_CI,Upper_CI
0,2025-12-01,4780.632465774188,4572.77877300401,4988.486158544366
1,2026-01-01,4785.845014449619,4472.178059928777,5099.511968970462
2,2026-02-01,4821.1438309590585,4418.634028100476,5223.653633817641
3,2026-03-01,4806.88938658285,4324.59096683779,5289.187806327911
4,2026-04-01,4887.839798871197,4332.549254732404,5443.13034300999
5,2026-05-01,4948.69139068098,4325.942060898242,5571.440720463717
6,2026-06-01,5021.191759067956,4335.648581546108,5706.7349365898035
7,2026-07-01,5085.666858404053,4341.333090344772,5830.000626463333
8,2026-08-01,5082.50721665193,4282.856718542375,5882.157714761485
9,2026-09-01,5102.462090768363,4250.535645284648,5954.388536252078
10,2026-10-01,5044.742434810186,4143.223571836456,5946.261297783915
11,2026-11-01,4992.6264996304735,4043.90440204435,5941.348597216597
